Report generated on: 12-09-2022 13:21:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.26-2-NOR-BCF.A,        Norway,35,34,39,46,41,47,87,60,70,73,80,78,130.59487,90.05,92.88,101.35,102.4135,128.19345,127.134,155.03285,140.20055,162.80215,189.9947,222.13135,282.16685,187.1695,119.3647,156.0923,122.8962,230.60695,194.44439,161.0364,153.2671,181.87225,193.524556,200.234349,197.9388935,202.6180913,191.1408138,192.465115,182.8418593,169.2456998
INTL.26-2-OMN-BCF.A,        Oman,28,33,41,51,47,55,70,80,73,99,99,107.72,116.89265,139.84695,146.56,129.61,127.8403,158.56435,231.6664,181.5191,221.42505,223.8971,230.9601,225.66285,236.25735,330.19525,380.34255,384.3084245,477.4588,520.18995,618.7188,619.4251,745.49965,743.38075,798.013055,774.1048,770.1036445,775.1424871,843.9184531,848.8469411,835.9456021,916.254318
INTL.26-2-PAK-BCF.A,        Pakistan,286,316,354,342,354,365,392,419,445,475,482,534,550.715,583,627.19,645.91,696.4118,698.5307,709.8315,783.993,855.68245,774.45795,808.7135,889.938,967.631,1087.702,1275.5778,1299.592,1341.97,1367.04365,1399.53345,1382.58225,1546.797,1391.411,1379.75705,1436.26105,1536.470043,1590.90371,1567.403407,1442.075742,1427.812738,1480.353356
INTL.26-2-PSE-BCF.A,        Palestinian Territories,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-PAN-BCF.A,        Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.786,20.48097999,13.24428,10.35712
INTL.26-2-PNG-BCF.A,        Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,2.12,2.8252,1.77,3.53,4.59095,3.88465,3.88465,3.88465,3.88465,3.88465,3.88465,4.9441,4.9441,3.5315,4.9441,4.80284,4.59095,3.5315,3.88465,3.5315,3.5315,3.88465,3.5315,3.5315,3.5315,3.5315,8.374016153,9.473798161,5.896857143,se|6
INTL.26-2-PRY-BCF.A,        Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-PER-BCF.A,        Peru,40,49,46,46,46,47,49,47,44,41,19,18.36426265,17.87178,33.9,34.61,32.84,34.25555,8.4756,14.47915,14.47915,12.0071,13.06655,15.5386,18.3638,30.3709,55.7977,62.8607,94.29105,128.89975,122.54305,193.87935,201.64865,233.43215,247.9113,270.5129,275.10385,293.4912169,264.2629439,268.6243,282.3713461,236.9410368,286.8539593
INTL.26-2-PHL-BCF.A,        Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35315,0.35315,0.35315,0.35315,0.35315,7.063,67.0985,81.2245,77.693,74.1615,77.693,102.4135,103.8261,111.24225,101.0009,111.24225,97.11625,123.920335,95.3505,91.819,109.6882382,107.7832708,123.8315316,124.8950447,110.4646706,89.9356242
INTL.26-2-POL-BCF.A,        Poland,418,412,402,411,433,443,464,474,469,461,427,399,373.06766,393.4091,393.373785,415.86944,462.520555,462.944335,462.20272,437.800055,472.620645,481.520025,473.99793,516.94097,549.254195,573.197765,571.573275,570.655085,575.21072,564.68685,605.828825,606.64107,639.095555,643.757135,623.59227,642.80363,671.761684,709.7249865,714.2192685,730.8878069,754.9628974,801.2116045
INTL.26-2-PRT-BCF.A,        Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5315,28.46389,79.38812,80.5182,89.806045,109.935595,106.545355,132.7844,150.37127,146.168785,153.40836,166.6868,167.569675,181.5191,183.07296,158.56435,150.58316,144.049885,168.31129,177.2812238,220.6476754,201.2014729,211.0542742,209.6264302,200.5141839
INTL.26-2-PRI-BCF.A,        Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36025,22.24845,22.24845,26.1331,24.0142,23.66105,25.4268,26,28.486,26.723,27.193,26.48625,48.0284,56.706929,58.713233,55.373429,61.334954,46.432854,60.268787,68.721584,48.258433,71.499424
INTL.26-2-QAT-BCF.A,        Qatar,184,157,186,174,209,191,193,198,207,215,222,269.453,445.675,476.7525,476.74,476.75,483.8155,513.4801,522.30885,492.64425,531.8439,355.2689,392.34965,431.19615,530.78445,660.3905,692.52715,695.7055,713.398315,745.1465,769.867,899.8262,1307.3613,1468.856795,1450.38705,1418.356345,1359.592684,1408.538858,1495.817224,1517.153453,1480.596869,1419.955117
INTL.26-2-REU-BCF.A,        Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
INTL.26-2-ROU-BCF.A,        Romania,1251,1267,1411,1446,1395,1336,1410,1405,1306,1384,1261,1040,935.85,908.302,850.74,900.53,893.82,829.9025,649.796,621.544,600.355,695.7055,646.2645,635.67,635.67,642.733,657.5653,605.2991,560.8022,454.50405,454.50405,486.35818,475.90494,426.569885,398.70635,387.40555,386.3814237,408.7003141,404.9133303,377.7132427,390.4424317,422.1960943
INTL.26-2-RUS-BCF.A,        Russia,--,--,--,--,--,--,--,--,--,--,--,--,16481.51,16184.86,15213.7,14507.4,13085.6201,12298.44875,12603.57035,12582.38135,13058.7807,12905.5136,13564.13835,14204.3993,14567.08435,14330.47385,15223.94335,15226.76855,15545.663,13504.80915,16333.54065,16872.0944,16561.3224,16308.82015,16217.00115,15538.24685,15490.71326,15857.9646,16676.96759,16280.46614,15614.21371,17610.41587
INTL.26-2-RWA-BCF.A,        Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140588,0.210882,1.019263,1.057889553,1.742271937,2.045379665,1.993080929,2.003379
INTL.26-2-SHN-BCF.A,        Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-KNA-BCF.A,        Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-LCA-BCF.A,        Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-SPM-BCF.A,        Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-VCT-BCF.A,        Saint Vincent/Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-VCT-BCF.A,        San Marino,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.26-2-WSM-BCF.A,        Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-STP-BCF.A,        Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-SAU-BCF.A,        Saudi Arabia,334,564,430,418,620,716,890,946,1028,1052,1077,1130,1200.71,1267.8085,1331.37,1343.38,1459.9221,1601.1821,1653.4483,1631.553,1759.04015,1896.06235,2002.3605,2121.0189,2319.4892,2515.8406,2594.2399,2628.1423,2840.7386,2770.46175,3095.7129,3258.1619,3439.32785,3461.92945,3547.39175,3614.1371,3739.115823,3858.867971,3928.061466,3982.174327,4017.991135,4081.529088
INTL.26-2-SEN-BCF.A,        Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7063,1.41,1.77,2.1189,1.4126,1.4126,1.4126,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.76575,1.4126,1.13008,2.1189,2.1189,2.18953,2.1189006,2.1189006,2.1189006,2.1189006,2.255833312,2.240895837
INTL.26-2-SRB-BCF.A,        Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81.2245,77.693,79.45875,61.4481,76.9867,83.69655,98.882,79.45875,67.0985,76.9867,83.2374019,93.21598667,93.86427309,87.74528583,87.57819699,105.4579679
INTL.26-2-SYC-BCF.A,        Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-SLE-BCF.A,        Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-SGP-BCF.A,        Singapore,0,0,0,0,0,0,0,0,0,0,0,0,38.85,52.97,52.97,52.97,52.9725,52.9725,52.9725,52.9725,52.9725,41.6717,41.31855,187.8758,233.43215,233.43215,233.43215,304.4153,323.83855,284.6389,296.646,298.7649,341.42542,385.533855,437.55285,428.0178,437.1896349,457.760344,462.5786814,472.1238798,474.6964928,494.4147758
INTL.26-2-SVK-BCF.A,        Slovakia,--,--,--,--,--,--,--,--,--,--,--,--,--,220.3656,208.3585,272.99,240.77767,244.627005,248.723545,250.94839,252.00784,269.559395,256.03375,246.816535,237.3168,255.221505,232.196125,219.51804,222.76702,190.595055,215.386185,198.82345,186.781035,194.58565,160.153525,163.826285,166.5455169,165.238873,163.200347,166.7671317,174.0378281,194.4230881
INTL.26-2-SVN-BCF.A,        Slovenia,--,--,--,--,--,--,--,--,--,--,--,--,24.36,30.01775,28.96,34.61,44.85,31.71287,33.513935,34.96185,35.66815,36.7276,35.562205,35.80941,38.98776,40.294415,39.023075,39.658745,38.104885,36.09193,37.4339,31.99539,30.79468,30.01775,27.157235,28.81704,30.582775,32.0306777,31.43008576,27.93393046,31.93981814,se|35
INTL.26-2-SLB-BCF.A,        Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-SOM-BCF.A,        Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-ZAF-BCF.A,        South Africa,0,0,0,0,0,0,0,0,0,0,0,0,44.4969,63.392,69.217,69.22,65.00984642,61.80125,51.20675,49.441,58.26975,74.1615,81.2245,80.5182,110.1828,139.1411,148.323,140.20055,145.4978,126.78085,141.61315,161.7427,165.9805,173.0435,167.74625,173.0435,176.0452495,179.1529431,185.2743555,187.0550783,183.3530799,195.6455674
INTL.26-2-KOR-BCF.A,        South Korea,0,0,0,0,0,0,2.5,75,97,93,107,124,162.554945,203.06125,270.30101,326.840325,431.796505,524.745585,490.8785,597.74169,668.58358,718.80151,823.651745,858.22513,1011.77475,1076.295255,1137.28426,1230.79838,1265.371765,1215.295095,1524.371975,1640.7349,1773.58993,1856.121085,1673.825055,1565.23143,1620.964166,1677.107686,1948.362506,1888.738973,1939.423583,2108.29549
INTL.26-2-SSD-BCF.A,        South Sudan,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0
INTL.26-2-ESP-BCF.A,        Spain,56,66,70,75,72,82,87,100,129,172,192,216,227.78175,224.426825,239.29444,298.59,334.15053,437.235015,448.888965,513.83325,588.453845,634.11614,764.816955,821.744735,1006.26561,1187.78471,1274.44772,1299.132905,1423.865485,1272.47008,1265.12456,1174.22375,1144.100055,1046.31282,961.662765,995.9886534,1015.694256,1104.334153,1101.438348,1259.436315,1130.996752,se|1189
INTL.26-2-LKA-BCF.A,        Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-SDN-BCF.A,        Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-SUR-BCF.A,        Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175735,0.140588,0.175735,0.181850578,0.197772169,0.197772169,0.232356817,0.246029
INTL.26-2-SWE-BCF.A,        Sweden,0,0,0,0,0,3,8,11,13,19,23,24,27.369125,30.16,29.6646,30.02,31.0772,31.253775,30.406215,30.900625,28.428575,31.0772,31.35972,32.70169,31.465665,28.9583,29.31145,32.84295,27.792905,43.331505,55.51518,46.439225,41.60107,38.034255,31.45281154,28.55816446,32.3838691,38.40702464,38.40702464,39.9602499,45.05412275,se|47
INTL.26-2-CHE-BCF.A,        Switzerland,37,40,43,47,52,55,56,60,60,66,70.42,78.99,83.096195,87.051475,85.992025,94.71483,102.48413,98.95263,101.883775,105.556535,104.95618,109.229295,107.21634,113.325835,116.927965,120.035685,116.75139,113.678985,121.20108,116.362925,130.02983,115.444735,126.56896,133.384755,115.868515,123.920335,130.276981,130.9479603,124.3908305,127.703611,124.367739,135.056258
INTL.26-2-SYR-BCF.A,        Syria,17,8.8,9,8.8,9,5,9,22,18,35,103,124,127.134,130.6655,134.19,103.83,141.9663,161.0364,203.06125,213.3026,215.4215,197.41085,240.142,241.90775,250.7365,215.4215,220.71875,211.89,213.3026,262.0373,340.08345,286.7578,227.78175,187.1695,173.0435,151.8545,132.431415,130.674065,129.971125,124.699075,109.585865,115.314826
INTL.26-2-TWN-BCF.A,        Taiwan,43,53,32,47,52,50,40,43,24,50,80,105,114.6610528,111.24,140.55,150.8,156.7986,186.81635,218.953,220.3656,242.61405,241.5546,287.11095,293.46765,352.4437,367.62915,375.39845,402.23785,412.12605,427.3115,535.3754,572.8093,538.41249,550.737425,647.359265,696.62369,726.4292968,793.1387651,791.2211447,775.2199458,844.5625165,916.8185627
INTL.26-2-TJK-BCF.A,        Tajikistan,--,--,--,--,--,--,--,--,--,--,--,--,67.1,49.44,56.5,28.5,43.37,40.2591,39.5528,41.31855,44.14375,45.9095,42.02485,47.67525,49.052535,50.50045,45.06194,23.3079,15.18545,8.016505,7.98119,7.027685,7.168945,7.451465,7.91056,0.7063,0.670827344,0.670039063,2.567977063,2.983111663,2.986626363,2.986626363
INTL.26-2-TZA-BCF.A,        Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,14.4,17.8,18.71695,19.8,23.23727,27.5457,17.6575,20.4827,22.95475,19.7465,23.6155,31.755,33.434,44.9315,48.691,44.51335729,45.02425408
INTL.26-2-THA-BCF.A,        Thailand,0,40,47,57,70,128,112,132,193,182,208,236,249,310.41885,341.84,367.63,428.37095,537.84745,568.5715,628.607,704.53425,837.31865,924.5467,1018.83775,1055.56535,1149.8564,1175.9895,1250.151,1317.60265,1383.28855,1589.52815,1630.8467,1792.5894,1842.0304,1860.923925,1876.886305,1835.285588,1858.557976,1901.751952,1986.785303,1758.475417,1881.769863
INTL.26-2-BHS-BCF.A,        The Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.137,0.156,0.257,0.486
INTL.26-2-TLS-BCF.A,        Timor-Leste,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-TGO-BCF.A,        Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843528,0.35147,1.370733,1.581615,3.472664188,3.4936118,3.444406
INTL.26-2-TON-BCF.A,        Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-TTO-BCF.A,        Trinidad and Tobago,81,81,102,127,192,216,152,143,154,162,177,201,194.2325,218,249.68,268.04,302.64955,328.4295,328.4295,336.9051,354.20945,396.9406,423.0737,509.59545,471.8084,534.31595,713.00985,715.12875,774.8111,740.2024,823.5458,835.90605,804.82885,885.7002,684.5308111,678.0980489,606.4927563,615.4199835,622.4515913,631.4671383,573.7733631,576.3092844
INTL.26-2-TUN-BCF.A,        Tunisia,13,14,18,20,35,42,39,45,39,55,54,15.8745,29.8286,52.97,68.86,57.56,66.74535,90.75955,103.8261,105.945,108.7702,135.25645,135.6096,130.31235,130.6655,151.8545,134.197,99.94145,154.32655,108.0639,115.8332,116.89265,132.43125,145.14465,160.718565,160.506675,169.5472382,180.636054,183.9641235,186.4595605,178.2738629,187.1604339
INTL.26-2-TUR-BCF.A,        Turkey,0,0,1,2.5,1.4,2,16,26,43,114,122.47242,149.629655,163.64971,181.87225,192.32549,248.229135,290.07741,346.087,365.545565,442.42632,523.898025,563.06236,621.12022,748.007015,792.574545,966.748125,1101.227645,1292.493685,1294.118175,1240.086225,1346.455005,1578.08609,1598.14501,1621.59417,1720.75869,1697.30953,1638.439925,1892.811709,1742.644394,1586.986661,1691.153793,2091.877534
INTL.26-2-TKM-BCF.A,        Turkmenistan,--,--,--,--,--,--,--,--,--,--,--,--,141.26,144.79,148.32,169.51,169.51,162.449,155.386,197.764,261.331,339.024,406.1225,554.4455,585.16955,628.607,440.0249,409.654,289.583,627.9007,756.09415,907.94865,1068.27875,1085.22995,1094.765,1407.72653,1407.72653,1388.399603,1388.399603,1419.674529,1451.136998,1540.990058
INTL.26-2-TCA-BCF.A,        Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-TUV-BCF.A,        Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-USIQ-BCF.A,        U.S. Pacific Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
none,        U.S. Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.26-2-VIR-BCF.A,        U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-UGA-BCF.A,        Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-UKR-BCF.A,        Ukraine,--,--,--,--,--,--,--,--,--,--,--,--,3503.25,3870.52,3326.67,2969.99,2934.68,2832.263,2606.247,2754.57,2779.2905,2616.8415,2779.2905,3022.964,2549.743,2553.2745,2616.8415,2888.767,2853.452,1559.5104,1892.884,2281.349,1862.15995,1709.246,1416.1315,1171.928275,1136.109214,1092.036468,1096.268799,1002.643588,1041.293655,918.3735981
INTL.26-2-ARE-BCF.A,        United Arab Emirates,105,134,91,182,241,377,431,580,621,702,663,790,902,797.551,765.28,875.46,958.80225,1024.135,1073.22285,1093.70555,1109.95045,1147.0312,1286.8786,1337.7322,1420.01615,1456.74375,1521.72335,1736.43855,2099.1236,2068.717385,2137.9701,2394.816095,2306.7758,2355.15735,2342.02017,2621.818538,2637.780783,2630.329381,2338.969327,2609.363738,2650.749964,2672.439599
INTL.26-2-GBR-BCF.A,        United Kingdom,1702,1740,1743,1815,1851,1991,2020,2079,1972,1951,2059,2218,2170.071435,2412.36765,2542.33,2689.59,3182.23465,3013.0758,3071.6987,3258.8682,3373.2888,3337.9738,3379.29235,3358.4565,3513.8425,3375.76085,3212.9587,3244.0359,3352.45295,3109.8389,3502.435755,2921.39806,2761.315165,2726.706465,2479.842326,2543.71237,2865.500461,2786.643826,2780.068351,2726.467656,2583.745213,2673.215379
INTL.26-2-USA-BCF.A,        United States,19877.293,19403.858,18001.055,16834.912,17950.527,17280.943,16221.296,17210.809,18029.585,19118.997,19173.556,19562.067,20228.228,20789.842,21247.098,22206.889,22609.08,22737.34229,22245.95619,22405.15086,23333.12075,22238.62389,23027.02114,22276.50193,22402.54554,22014.43417,21699.07122,23103.79272,23277.00769,22910.07788,24086.79674,24477.42508,25538.48668,26155.0713,26593.37544,27243.858,27444.22049,27139.69891,30138.92983,31132.04055,30513.45322,30664.95149
INTL.26-2-URY-BCF.A,        Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7063,1.4126,1.4126,0.7063,2.1189,4.2378,3.17835,4.2378,3.17835,2.47205,1.4126,2.8252,2.8252,2.1189,2.1189,1.953903689,1.988639754,2.249160246,2.540074795,1.941412887,3.420731239,2.105412129,3.059208682
INTL.26-2-UZB-BCF.A,        Uzbekistan,--,--,--,--,--,--,--,--,--,--,--,--,1094.77,1540.81,1228.96,1349.03,1433.79,1454.978,1409.0685,1423.1945,1511.482,1596.238,1642.1475,1669.728515,1772.813,1702.183,1768.92835,1783.019035,1857.569,1631.83552,1614.24865,1812.3658,1804.94965,1638.96915,1814.83785,1700.41725,1465.927642,1520.665427,1521.738816,1508.165793,1468.337247,se|1577
INTL.26-2-VUT-BCF.A,        Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-VEN-BCF.A,        Venezuela,517,572,600,576,610,618,674,657,656,769,760.88,793.48,763.43967,815,876.16,890.22,960.568,993.7641,1110.3036,945.7357,960.568,1119.83865,1003.29915,861.686,960.568,827.92486,918.19,735.576135,785.75875,714.42245,747.75981,807.971885,867.54829,834.8466,837.565855,935.953445,971.9389743,956.3651916,823.1799863,678.7258163,506.2740528,562.96151
INTL.26-2-VNM-BCF.A,        Vietnam,0,0.4,2.3,2.3,2.1,1.4,1.4,1.4,1.1,1.1,1.41,2.47,7.416,8.82875,8.83,25.07,29.31145,8.12245,24.7205,35.315,40.61225,45.9095,79.8119,95.3505,105.945,141.26,201.2955,208.3585,246.4987,250.38335,289.93615,272.27865,293.8208,303.0027,342.5349327,357.6319669,356.0149068,328.6523709,335.3789384,342.5349327,302.9001854,247.5913617
INTL.26-2-WAK-BCF.A,        Wake Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-ESH-BCF.A,        Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-YEM-BCF.A,        Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7134,33.54925,23.3079,16.59805,36.0213,17.6575,28.60515,17.2338166,10.2044166,3.1750166,3.1750166,4.2294266,4.2294266
INTL.26-2-ZMB-BCF.A,        Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.26-2-ZWE-BCF.A,        Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
